"Funding OrgName","Project Reference","ProjectCategory","Outcome Type","LeadRO Name","Department","PI Surname","PI First Name","PI Orcid iD","Outcome Title","Description","Type of Technology","Software Open Sourced?","Year Produced","Impact","Url","GTR Outcome URL","GTRProjectUrl","ProjectId","FundingOrgId","LeadROId","PIId"
"AHRC","AH/L503502/1","Research Grant","Software and Technical Products","University of Nottingham","Sch of Geography","Endfield","Georgina","","Prototype app","An trail app for smartphones entitles Weather walks to accompany the Weather Walk up Great Dun Fell","Webtool/Application","","2012","We are still trialling this",,"http://gtr.rcuk.ac.uk:80/resources/outcome.html#?type=softwareandtechnicalproduct&outcomeId=545b8741b3e401.01545162&grantRef=AH%2FL503502%2F1","http://gtr.rcuk.ac.uk:80/projects?ref=AH/L503502/1","2F856A0A-5714-4951-8FAA-07DD60B25C70","1291772D-DFCE-493A-AEE7-24F7EEAFE0E9","936D002F-A8D1-4A93-AE5D-825ED0903D8D","0EF5EEED-1283-47E0-9699-36916FF7F044"
"EPSRC","EP/L000407/1","Research Grant","Software and Technical Products","Imperial College London","Dept of Aeronautics","Sherwin","Spencer","http://orcid.org/0000-0001-7681-2820","Nektar++ version 4.0.1","Nektar++ is a tensor product based finite element package designed to allow one to construct efficient classical low polynomial order h-type solvers (where h is the size of the finite element) as well as higher p-order piecewise polynomial order solvers.","Software","Yes","2014","The software is being used by a number of national and international groups and our web site is currently being visited up to 100 times a day according to google analytics","http://www.nektar.info/downloads/file/nektar-source-tar-gz-2/","http://gtr.rcuk.ac.uk:80/resources/outcome.html#?type=softwareandtechnicalproduct&outcomeId=545e672eeaac12.37483775&grantRef=EP%2FL000407%2F1","http://gtr.rcuk.ac.uk:80/projects?ref=EP/L000407/1","D75A60ED-3DF1-4790-B45B-01F995DF0E5F","798CB33D-C79E-4578-83F2-72606407192C","46387D84-F71E-4B7D-8C7D-9C288F113510","CCA35CBF-B6BC-4E98-84A5-404BF8304B1B"
"EPSRC","EP/L000407/1","Research Grant","Software and Technical Products","Imperial College London","Dept of Aeronautics","Sherwin","Spencer","http://orcid.org/0000-0001-7681-2820","PyFR v0.2.1","PyFR is an open-source Python based framework for solving advection-diffusion type problems on streaming architectures using the Flux Reconstruction approach of Huynh. The framework is designed to solve a range of governing systems on mixed unstructured grids containing various element types. It is also designed to target a range of hardware platforms via use of an in-built domain specific language derived from the Mako templating engine.","Software","Yes","2014","-","http://www.pyfr.org","http://gtr.rcuk.ac.uk:80/resources/outcome.html#?type=softwareandtechnicalproduct&outcomeId=546254867e9b03.99368796&grantRef=EP%2FL000407%2F1","http://gtr.rcuk.ac.uk:80/projects?ref=EP/L000407/1","D75A60ED-3DF1-4790-B45B-01F995DF0E5F","798CB33D-C79E-4578-83F2-72606407192C","46387D84-F71E-4B7D-8C7D-9C288F113510","CCA35CBF-B6BC-4E98-84A5-404BF8304B1B"
"NERC","NE/I02013X/1","Research Grant","Software and Technical Products","Imperial College London","Dept of Aeronautics","Cotter","Colin","","Slicemodels","This is a code for benchmarking our suite of compatible finite element methods for numerical weather prediction in a vertical slice configuration.","Software","Yes","2015","This tool is being used to benchmark numerical schemes for the NERC/Met Office/STFC UK Dynamical Core project (&quot;Gung Ho&quot;).","https://bitbucket.org/colinjcotter/slicemodels","http://gtr.rcuk.ac.uk:80/resources/outcome.html#?type=softwareandtechnicalproduct&outcomeId=55b0aada841f09.40724135&grantRef=NE%2FI02013X%2F1","http://gtr.rcuk.ac.uk:80/projects?ref=NE/I02013X/1","8537647A-1922-4B16-B394-06C360C297C1","8A03ED41-E67D-4F4A-B5DD-AAFB272B6471","46387D84-F71E-4B7D-8C7D-9C288F113510","42590CA6-FD32-47F1-809E-C950A1BB11FB"
"STFC","PP/F001118/1","Research Grant","Software and Technical Products","University of Glasgow","School of Physics and Astronomy","Hough","James","","Fused silica suspension fibres for gravitational wave detectors","Precision laser-drawn fibres of ultra-high purity fused silica. Laser melting of the stock ensures high purity, pre-treatment achieves low density of surface defects and hence high strength, and precision drawing, under computer control leads to a highly reproducible profile (i.e. the diameter along the length of the fibre) and length. The particular pulling technique ensures good roundness of the fibres. Optics, active and adaptive optics, mirrors, aspherics, interferometers, photonics","Systems, Materials & Instrumental Engineering","","2010","Within the field of gravitational wave research the fibres produced by the method we developed have been selected for inclusion in the next generation of instruments in Europe and the USA. This represents a major advance and an acceleration of progress i",,"http://gtr.rcuk.ac.uk:80/resources/outcome.html#?type=softwareandtechnicalproduct&outcomeId=r-4405988905.9569596fd66552&grantRef=PP%2FF001118%2F1","http://gtr.rcuk.ac.uk:80/projects?ref=PP/F001118/1","B3D785EB-9DC2-4A02-8BC9-0F1E8CBAF0DE","D7F4F462-0518-4784-908A-D12633C139B3","AE58F21F-3622-4382-97BB-1359BD183E9F","1A2C8D33-33A7-4167-B505-5D3343C0FBD1"
"STFC","PP/F001118/1","Research Grant","Software and Technical Products","University of Glasgow","School of Physics and Astronomy","Hough","James","","Development of cryogenic MEMS for gravity mapping","A direct spin-off of the group?s expertise in low loss monolithic suspensions and precision optical sensing has led to the development of a new research theme on cryogenic silicon Micro-Electro-Mechanical Sensors (MEMS). We are developing a novel tri-axial, low frequency (&lt;5Hz) miniaturised MEMS gradiometer able to sense nano-g changes (&lt;10ng in 1s) in the local gravitational field. This is equivalent to a performance ten times better than any current device on the market. Building a device at the target sensitivity will require thermal noise optimisation of the MEMS silicon flexures and the use of geometrical anti-springs to lower the device resonant frequency, the development of a high stability on-chip optical readout, the ability to tune the device to reject common mode non-gravitational accelerations and cryogenic operation to provide long term stability. Instrumentation technologies (inc. vibration, miniaturisation, ruggedness)","Systems, Materials & Instrumental Engineering","","2012","There is a substantial gap in the market for high sensitivity, low power consumption, miniaturised devices able to sense gravity over a wide operating frequency and suitable for land and air based surveys. The ability to map and image the local gravitatio",,"http://gtr.rcuk.ac.uk:80/resources/outcome.html#?type=softwareandtechnicalproduct&outcomeId=r-8817470799.0302436fd65cf6&grantRef=PP%2FF001118%2F1","http://gtr.rcuk.ac.uk:80/projects?ref=PP/F001118/1","B3D785EB-9DC2-4A02-8BC9-0F1E8CBAF0DE","D7F4F462-0518-4784-908A-D12633C139B3","AE58F21F-3622-4382-97BB-1359BD183E9F","1A2C8D33-33A7-4167-B505-5D3343C0FBD1"
"EPSRC","EP/J014222/1","Research Grant","Software and Technical Products","University of Dundee","School of Computing","Komendantskaya","Ekaterina","","CoALP in Go: parallel and corecursive version","We present CoALP -- an implementation of Coalgebraic Logic programming. It is a dialect of first-order Horn-Clause logic that features lazy guarded corecursion and parallelism. CoALP arose from Coalgebraic semantics we developed in 2010-2014.","Software","Yes","2014","This software was taken for further development by a new EPSRC grant Coalgebraic Logic Programming for Type Inference: parallelism and corecursion for a new generation of programming languages for parallelism and corecursion, 2013-2017.","http://staff.computing.dundee.ac.uk/katya/coalp/","http://gtr.rcuk.ac.uk:80/resources/outcome.html#?type=softwareandtechnicalproduct&outcomeId=r-1515557404.1563626fd5cde0&grantRef=EP%2FJ014222%2F1","http://gtr.rcuk.ac.uk:80/projects?ref=EP/J014222/1","B475B841-1188-44E8-A3DB-0FBDF52F7748","798CB33D-C79E-4578-83F2-72606407192C","90051600-6EF2-4093-BA8C-2B4B6F550895","F35632B0-D4C0-4FAD-8179-A899790F1895"
"BBSRC","BB/L001454/1","Research Grant","Software and Technical Products","University College London","Neuroscience Physiology and Pharmacology","Beato","Marco","http://orcid.org/0000-0002-7283-8318","BQA","Software suite using a novel computational method to determine the parameters governing the operation of identified synaptic connections","Software","Yes","2013","Not applicable yet","http://sourceforge.net/projects/pyclamp","http://gtr.rcuk.ac.uk:80/resources/outcome.html#?type=softwareandtechnicalproduct&outcomeId=542eab83d60988.46847554&grantRef=BB%2FL001454%2F1","http://gtr.rcuk.ac.uk:80/projects?ref=BB/L001454/1","C965D297-915D-44A3-800E-13D027F3546D","2512EF1C-401B-4222-9869-A770D4C5FAC7","3A5E126D-C175-4730-9B7B-E6D8CF447F83","EDA483F9-E10A-4E9F-9BAE-590648DFF759"
"EPSRC","EP/J501748/1","Research Grant","Software and Technical Products","Loughborough University","Sch of Mechanical and Manufacturing Eng","West","Andrew","","Electronics Recycling Traceability - Web Interface","Web interface to represent data, collected real time and visualised in a way which is of most impact to end user","Webtool/Application","","2014","Web interface displays information, real-time to end user. This information was previously very limited as well as having a high lag. It has also allowed compliance to new industry standards",,"http://gtr.rcuk.ac.uk:80/resources/outcome.html#?type=softwareandtechnicalproduct&outcomeId=54648bfe6759a7.00796024&grantRef=EP%2FJ501748%2F1","http://gtr.rcuk.ac.uk:80/projects?ref=EP/J501748/1","9FAE9E02-7200-46A8-B2F8-150671AF1744","798CB33D-C79E-4578-83F2-72606407192C","CAA9A40D-0226-4A4F-AC0D-D8299E30A1EF","BC9CB8DB-5EDD-421B-A3AE-859AC8270DF8"
"EPSRC","EP/J501748/1","Research Grant","Software and Technical Products","Loughborough University","Sch of Mechanical and Manufacturing Eng","West","Andrew","","Electronics Manufacturing","Software which runs autonomously on a SMT manufacturing data capturing information unique to each product","Software","","2013","Novel system which autonomously collects information unique to the manufacture of the product. The granularity of information collected is much higher than currently available in this domain",,"http://gtr.rcuk.ac.uk:80/resources/outcome.html#?type=softwareandtechnicalproduct&outcomeId=54648c53f07eb4.21600805&grantRef=EP%2FJ501748%2F1","http://gtr.rcuk.ac.uk:80/projects?ref=EP/J501748/1","9FAE9E02-7200-46A8-B2F8-150671AF1744","798CB33D-C79E-4578-83F2-72606407192C","CAA9A40D-0226-4A4F-AC0D-D8299E30A1EF","BC9CB8DB-5EDD-421B-A3AE-859AC8270DF8"
"STFC","ST/M001784/1","Research Grant","Software and Technical Products","University of Bristol","Physics","Rademacker","Jonas","","LHCb testbeam software","This is a software package (especially run control, and visualisation) for testbeams using the LHCb TimePix telescope.","Software","","2014","While the software was designed for the LHCb VELO upgrade Si pixel detector beam tests, but has since been used by several other groups using the same TimePix telescope, studying different devices. The flexible modular software design allowed other groups to adapt it to their needs with minimal modification. Combined with the user-friendly GUI interface, this resulted in the wide spread adoption of this software.",,"http://gtr.rcuk.ac.uk:80/resources/outcome.html#?type=softwareandtechnicalproduct&outcomeId=54637535522ad7.60866584&grantRef=ST%2FM001784%2F1","http://gtr.rcuk.ac.uk:80/projects?ref=ST/M001784/1","49AF0151-35FE-41E4-8B07-16E7C8D49207","D7F4F462-0518-4784-908A-D12633C139B3","4A348A76-B2D0-4DDD-804A-CE735A6D3798","CD03557F-9AEC-464A-A3ED-6C33F2560622"
"EPSRC","EP/K017500/1","Research Grant","Software and Technical Products","Queen Mary, University of London","Sch of Electronic Eng & Computer Science","Gunes","Hatice","","QLZM","QLZM implements the Quantised Local Zernike Moments (QLZM) image representation in C++ as presented in the following conference paper:

E. Sariyanidi, H. Gunes, M. Gokmen, and A. Cavallaro, Local Zernike Moment Representation for Facial Affect Recognition , Proc. of the British Machine Vision Conference (BMVC'13), Bristol, UK, Sep. 2013. 

QLZM has been used for the MAPTRAITS'14 Challenge visual feature extraction.","New/Improved Technique/Technology","","2013","QLZM has been released to the research community and has already been used for extracting and representing the visual features of the MAPTRAITS'14 Challenge data.","https://maptraits.wordpress.com/software/","http://gtr.rcuk.ac.uk:80/resources/outcome.html#?type=softwareandtechnicalproduct&outcomeId=542ed4b83c8983.83343174&grantRef=EP%2FK017500%2F1","http://gtr.rcuk.ac.uk:80/projects?ref=EP/K017500/1","0DE840C8-F1D0-487E-8542-14C7F442D25F","798CB33D-C79E-4578-83F2-72606407192C","D5337A10-AC8A-402A-8164-C5F9CC6B0140","FDC2B8FB-2F53-42C2-948E-A6EB725590C9"
"EPSRC","EP/G015546/1","Research Grant","Software and Technical Products","University of Sheffield","Civil and Structural Engineering","Boxall","Joby","","Contamiant Ingress Experimental Facility","Large experimental facility for the investigation of intrusion due to transient and sustained low pressures. Has significant further use for the investigation of transients in distribution systems, and associated research","New/Improved Technique/Technology","","2010","The majority of UK water companies have now developed training versions of this facility and are reporting significant improvements in levels of serviceability as a result.",,"http://gtr.rcuk.ac.uk:80/resources/outcome.html#?type=softwareandtechnicalproduct&outcomeId=r-7838524894.6384756fd242f6&grantRef=EP%2FG015546%2F1","http://gtr.rcuk.ac.uk:80/projects?ref=EP/G015546/1","CEED571D-78F1-49D6-A874-123718A2A457","798CB33D-C79E-4578-83F2-72606407192C","03D8AFBB-3EA5-4885-B036-BD4F9F4F9849","4194AD80-4F2F-4E4A-BB92-8192A92481CE"
"ESRC","ES/L007444/1","Research Grant","Software and Technical Products","Swansea University","Institute of Life Science Medical School","Ford","David","","Lee Au-Yeung - Data migration tool (SQL Server to DB2)","SSIS/C# application to automate data migration from SQL Server to DB2 for UKHD dataset","Software","","2015","This has reduced processing time from weeks to hours. In turn, this has led to a reduction in manual resource required",,"http://gtr.rcuk.ac.uk:80/resources/outcome.html#?type=softwareandtechnicalproduct&outcomeId=56d6d411c77836.69621372&grantRef=ES%2FL007444%2F1","http://gtr.rcuk.ac.uk:80/projects?ref=ES/L007444/1","D0463602-9A9D-4503-9B3D-1105BB03C1F1","924BE15C-91F2-4AAD-941A-3F338324B6AE","AB307619-D4FA-427E-A042-09DBEBA84669","C12F3CBB-2B86-49CC-96A8-7E7FE620C2D6"
"EPSRC","EP/L022737/1","Research Grant","Software and Technical Products","Swansea University","College of Science","Roggenbach","Markus","","Software for collusion detection","This program implements a first approximation to detect app collusion utilising Logic Programming in Prolog. Its goal is to serve as a fast, computationally cheap filter that detects potential colluding apps. It (1) uses Androguard to extract facts about the communication channels and permissions of all single apps in a given app set S, (2) which is then abstracted into an over-approximation of actions and communication channels that could be used by a single app. (3) Finally the collusion rules are fired if the proper combinations of actions and communications are found in S.","Software","Yes","2016","As this product has only be released recently, there is no impact yet. However, using this software we have been able to detect what we think is the first example of collusion in the wild.","https://github.com/acidrepo/collusion_potential_detector","http://gtr.rcuk.ac.uk:80/resources/outcome.html#?type=softwareandtechnicalproduct&outcomeId=56e0045529fc84.43496977&grantRef=EP%2FL022737%2F1","http://gtr.rcuk.ac.uk:80/projects?ref=EP/L022737/1","A0A7C8B9-3F59-4A1D-8E1B-1023A04E2658","798CB33D-C79E-4578-83F2-72606407192C","AB307619-D4FA-427E-A042-09DBEBA84669","41FB4D48-B392-4357-B1FE-091877D21EA2"
"EPSRC","EP/E005632/1","Research Grant","Software and Technical Products","University of Sheffield","French","Ainsworth","Peter","","Exhibition Selector and Content Loader for KIOSQUE","Helper tools to facilitate the delivery and management of the content on the SRB system. These include an exhibition selector and content uploader, and some user permissions tools. All of these tools are available as open source.","Software","Yes","2011","The Exhibitor package was taken into several South Yorkshire schools in 2012, and successfully used there.","http://hridigital.shef.ac.uk/exhibitor-project","http://gtr.rcuk.ac.uk:80/resources/outcome.html#?type=softwareandtechnicalproduct&outcomeId=r-284868963.328068146fd57598&grantRef=EP%2FE005632%2F1","http://gtr.rcuk.ac.uk:80/projects?ref=EP/E005632/1","F9B6E312-C133-4836-BE61-15491F10EEA4","798CB33D-C79E-4578-83F2-72606407192C","03D8AFBB-3EA5-4885-B036-BD4F9F4F9849","21FCDBB5-A62B-4379-8167-FABB949EB9DA"
"EPSRC","EP/I032088/1","Research Grant","Software and Technical Products","Northumbria University","Fac of Arts, Design and Social Sciences","Blythe","Mark","","Repentir Transamerica","Repentir is a mobile application that employs marker-less tracking and augmented reality to enable gallery visitors to explore the under drawing and successive stages of pigment beneath an oil painting's surface. Repentir recognises the position and orientation of a specific painting within a photograph and precisely overlays images that were captured during that painting's creation. The viewer may then browse through the work's multiple states and closely examine its painted surface in one of two ways: scrolling or rubbing. Repentir enables the viewer to explore intermediary stages in the painting's development and see what is usually lost within the materially additive painting process. Repentir offers an innovative approach to digital reproduction and provides users with unique insights into the painter's working method.","Software","","2012","The app was featured in several major art exhibitions and attracted media attention","https://itunes.apple.com/gb/app/repentir-transamerica/id603560368?mt=8","http://gtr.rcuk.ac.uk:80/resources/outcome.html#?type=softwareandtechnicalproduct&outcomeId=5462289bbff709.98905746&grantRef=EP%2FI032088%2F1","http://gtr.rcuk.ac.uk:80/projects?ref=EP/I032088/1","E14657F4-51F3-409E-9304-14CA846E3602","798CB33D-C79E-4578-83F2-72606407192C","EF390CF0-ECD3-47D8-B9A8-7602AF319BEE","547506FD-37CC-4F4E-B4CB-ED622242A07A"
"EPSRC","EP/E026915/1","Research Grant","Software and Technical Products","University of Liverpool","Electrical Engineering and Electronics","Zhu","Xu","","Enhanced Technology","The proposed technology enables an enhancement of spectral efficiency of up to 25% over existing systems.","New/Improved Technique/Technology","","2009","The technology has benefited the fellow researchers and resulted in follow-up publications from them.",,"http://gtr.rcuk.ac.uk:80/resources/outcome.html#?type=softwareandtechnicalproduct&outcomeId=5463e4b9e179b1.70592485&grantRef=EP%2FE026915%2F1","http://gtr.rcuk.ac.uk:80/projects?ref=EP/E026915/1","F320A0D9-A800-4D58-9162-0DF6A91277DB","798CB33D-C79E-4578-83F2-72606407192C","A0A585E0-6B0D-4643-A3A6-47943B4CBFEF","854DF034-37F7-4776-8981-ADAA52FA8680"
"EPSRC","EP/J017205/1","Research Grant","Software and Technical Products","Queen Mary, University of London","Sch of Electronic Eng & Computer Science","Bryan-Kinns","Nicholas","","Accessible Peak Meter","Peak level meters, along with other components which rely on the sense of sight for their use, are inherently inaccessible to people living visual impairments. Our AccessiblePeakMeter is the first plug-in which makes these previously inaccessible meters completely accessible. It uses real-time sonification to deliver information to the user about audio levels and peaks in audio signals, and so supports core activities in audio production.

The AccessiblePeakMeter comes as a VST, AU or AAX plug-in, two of the main industry standards for the deployment of digital audio effects into professional DAWs (e.g. Cakewalk Sonar, Cockos Reaper, Ableton Live). The plug-in can be run on both Windows (32/64) and Mac platforms and it is free for download and completely open source!","Software","Yes","2015","AccessiblePeakMeter received the Best Solution by a Large Organization award in the AT&amp;T and New York University Connect Ability Challenge, a global software competition for software technologies that improve the lives of people living with disabilities. The winner were announced on Sunday July 26 2015, the day of the 25th anniversary of the Americans with Disabilities Act.","http://depic.eecs.qmul.ac.uk/apm/","http://gtr.rcuk.ac.uk:80/resources/outcome.html#?type=softwareandtechnicalproduct&outcomeId=56cf255abaa791.68070440&grantRef=EP%2FJ017205%2F1","http://gtr.rcuk.ac.uk:80/projects?ref=EP/J017205/1","F4D74878-22A6-497B-A524-0C690E80F817","798CB33D-C79E-4578-83F2-72606407192C","D5337A10-AC8A-402A-8164-C5F9CC6B0140","058B7945-94E9-450F-A970-E88BA39F33D9"
"MRC","MR/J00040X/1","Research Grant","Software and Technical Products","University of Bath","Department for Health","Thompson","Dylan","","Mi-PACT platform","We have worked with an external company to build a web-based platform for the rendering of physical activity data collected using a body-mounted physical activity device. The platform has been designed with the users in order to provide complex information in a readily-accessible format.","Webtool/Application","","2014","The platform is being used within the 'Diabetes Digital Coach' - one of the NHS test beds.",,"http://gtr.rcuk.ac.uk:80/resources/outcome.html#?type=softwareandtechnicalproduct&outcomeId=546073fcce38b8.25976165&grantRef=MR%2FJ00040X%2F1","http://gtr.rcuk.ac.uk:80/projects?ref=MR/J00040X/1","D821FF04-B323-493B-B002-0DCF339FF991","C008C651-F5B0-4859-A334-5F574AB6B57C","EAAD4D43-BD15-432B-9385-2DBD0C65958D","495E328B-7E4C-49D9-855E-D2BEAC961B5E"
